taxonomic_chain,nmol
nan-nan-Phaeophyceae-Dictyotales-Dictyotaceae-Dictyota-Dictyota dichotoma,246
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Coriandrum-Coriandrum sativum,245
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Hansenia-Hansenia forbesii,244
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Clusiaceae-Garcinia-Garcinia mangostana,244
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Anethum-Anethum graveolens,244
Viridiplantae-Streptophyta-Magnoliopsida-Dipsacales-Caprifoliaceae-Nardostachys-Nardostachys jatamansi,244
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Polygalaceae-Senega-Polygala senega,244
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Haplophyllum-Haplophyllum obtusifolium,243
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Malus-Malus domestica,243
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Malvaceae-Bombax-Bombax ceiba,242
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Nectriaceae-Fusarium-Fusarium fujikuroi,242
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Veronica-Veronica polita,242
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Lophostemon-Tristania conferta,241
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Citrus-Citrus paradisi,241
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Coleostephus-Coleostephus myconis,241
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Prunus-Prunus domestica,240
Viridiplantae-Streptophyta-Magnoliopsida-Piperales-Piperaceae-Piper-Piper cubeba,240
Viridiplantae-Streptophyta-Magnoliopsida-Saxifragales-Crassulaceae-Sedum-Sedum sarmentosum,240
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Ceropegia-Ceropegia dichotoma,240
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helianthus-Helianthus annuus,237
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Ophiocordycipitaceae-Ophiocordyceps-Ophiocordyceps sinensis,236
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Metasequoia-Metasequoia glyptostroboides,236
Viridiplantae-Streptophyta-Lycopodiopsida-Lycopodiales-Lycopodiaceae-Huperzia-Huperzia serrata,236
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Sideritis-Sideritis tragoriganum,236
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum tuberosum,236
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Capparaceae-Capparis-Capparis spinosa,236
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Tanacetum-Tanacetum vulgare,236
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Cordycipitaceae-Beauveria-Beauveria bassiana,234
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Pinus-Pinus strobus,233
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Alstonia-Alstonia scholaris,233
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Alstonia-Alstonia macrophylla,233
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Onopordum-Onopordum acanthium,233
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Withania-Withania somnifera,233
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Crataegus-Crataegus pinnatifida,233
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Chamaemelum-Chamaemelum nobile,232
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Cactaceae-Opuntia-Opuntia ficus-indica,230
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Gelsemiaceae-Gelsemium-Gelsemium elegans,229
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Theaceae-Camellia-Camellia japonica,229
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Citrus-Citrus trifoliata,228
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Excoecaria-Excoecaria agallocha,228
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Juniperus-Juniperus communis,227
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Castanea-Castanea crenata,226
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Juglandaceae-Juglans-Juglans regia,225
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Brassica-Brassica juncea,224
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Magnoliaceae-Magnolia-Magnolia salicifolia,224
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Angelica-Angelica pubescens,223
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Ostericum-Ostericum grosseserratum,223
Viridiplantae-Streptophyta-Magnoliopsida-Piperales-Piperaceae-Piper-Piper arboreum,223
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Thuja-Thuja plicata,222
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Dennstaedtiaceae-Pteridium-Pteridium aquilinum,222
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Vaccinium-Vaccinium corymbosum,221
Viridiplantae-Streptophyta-Magnoliopsida-Laurales-Lauraceae-Cinnamomum-Cinnamomum camphora,220
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Lycium-Lycium barbarum,220
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Pteris-Pteris semipinnata,220
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Bellis-bellis perennis,220
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Vaccinium-Vaccinium macrocarpon,219
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Rubus-Rubus idaeus,219
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Consolida-Consolida ajacis,218
Viridiplantae-Streptophyta-Magnoliopsida-Saxifragales-Hamamelidaceae-Hamamelis-Hamamelis virginiana,217
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Swietenia-Swietenia mahagoni,215
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Euphorbia-Euphorbia hirta,215
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Vaccinium-Vaccinium vitis-idaea,215
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lotus-Lotus japonicus,215
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Agrimonia-Agrimonia pilosa,215
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Conioselinum-Cnidium officinale,214
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Dennstaedtiaceae-Pteridium-Pteridium esculentum,214
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Plantago-Plantago major,213
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Taxaceae-Taxus-Taxus mairei,213
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Cytisus-Cytisus scoparius,213
Viridiplantae-Streptophyta-Magnoliopsida-Laurales-Lauraceae-Litsea-Litsea cubeba,213
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Tetradium-Evodia rutaecarpa,213
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Taraxacum-Taraxacum officinale,212
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces venezuelae,212
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Anacardiaceae-Toxicodendron-Toxicodendron succedaneum,212
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Chamaecyparis-Chamaecyparis formosensis,212
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Avena-Avena sativa,212
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Prunus-Prunus dulcis,211
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Magnoliaceae-Magnolia-Magnolia denudata,211
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Digitalis-Digitalis purpurea,210
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Juniperus-Juniperus chinensis,210
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Aglaia-Aglaia elaeagnoidea,210
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Menispermaceae-Chondrodendron-Chondrodendron tomentosum,209
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Leptospermum-Leptospermum scoparium,209
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Simaroubaceae-Simarouba-Simarouba glauca,209
Metazoa-Arthropoda-Insecta-Hymenoptera-Formicidae-Oecophylla-Oecophylla smaragdina,208
Fungi-Basidiomycota-Agaricomycetes-Gloeophyllales-Gloeophyllaceae-Neolentinus-Neolentinus lepideus,208
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Baccharis-Baccharis neglecta,208
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Larix-Larix kaempferi,208
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ebenaceae-Diospyros-Diospyros eriantha,208
Metazoa-Mollusca-Gastropoda-Siphonariida-Siphonariidae-Siphonaria-Siphonaria capensis,208
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Primulaceae-Embelia-Embelia parviflora,207
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Prunus-Prunus laurocerasus,207
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Ruta-Ruta pinnata,207
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Taxaceae-Cephalotaxus-Cephalotaxus fortunei,207
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces albus,206
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Rhododendron-Rhododendron dauricum,206
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Aster-Aster tataricus,206
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Monascus-Monascus purpureus,206
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus ustus,206
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Plathymenia-Plathymenia reticulata,205
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Atraphaxis-Atraphaxis spinosa,205
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Plantago-Plantago lanceolata,205
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Alkekengi-Physalis alkekengi,205
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Styphnolobium-Sophora japonica,204
Fungi-Ascomycota-Sordariomycetes-Microascales-Microascaceae-Scedosporium-Pseudallescheria boydii,204
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Simaroubaceae-Samadera-Samadera indica,203
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Chrysanthemum-Chrysanthemum morifolium,203
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Syzygium-Syzygium cumini,203
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Guatteria-Guatteria boliviana,203
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Boraginaceae-Lithospermum-Lithospermum erythrorhizon,203
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Tussilago-Tussilago farfara,202
Viridiplantae-Streptophyta-Magnoliopsida-Zingiberales-Zingiberaceae-Wurfbainia-Amomum villosum,202
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Cucurbita-Cucurbita pepo,202
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Shigella-Shigella dysenteriae,201
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Fagopyrum-Fagopyrum esculentum,201
Fungi-Ascomycota-Dothideomycetes-Pleosporales-Pleosporaceae-Alternaria-Alternaria alternata,201
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Neltuma-Prosopis glandulosa,201
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Ammi-Ammi majus,201
Metazoa-Chordata-Amphibia-Anura-Bufonidae-Rhinella-Rhinella marina,200
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Taraxacum-Taraxacum mongolicum,200
Metazoa-Mollusca-Gastropoda-Neogastropoda-Conidae-Conus-Conus mus,200
Viridiplantae-Streptophyta-Magnoliopsida-Geraniales-Geraniaceae-Monsonia-Monsonia senegalensis,200
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Eclipta-Eclipta prostrata,200
Metazoa-Cnidaria-Anthozoa-Malacalcyonacea-Gorgoniidae-Antillogorgia-Antillogorgia elisabethae,199
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Monodora-Monodora tenuifolia,199
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Rheum-Rheum palmatum,198
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Primulaceae-Aegiceras-Aegiceras corniculatum,198
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Cedrus-Cedrus libani,198
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Arachis-Arachis hypogaea,197
Viridiplantae-Streptophyta-Marchantiopsida-Marchantiales-Conocephalaceae-Conocephalum-Conocephalum japonicum,197
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Carum-Carum carvi,197
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Euphorbia-Euphorbia resinifera,197
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Euphorbia-Euphorbia segetalis,197
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Datura-Datura metel,197
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Passifloraceae-Passiflora-Passiflora edulis,196
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Pyrus-Pyrus communis,196
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Pinus-Pinus halepensis,196
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces mobaraensis,196
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Rheum-Rheum officinale,196
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Dalbergia-Dalbergia odorifera,195
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Datura-Datura stramonium,195
Bacillati-Bacillota-Bacilli-Lactobacillales-Enterococcaceae-Enterococcus-Enterococcus faecalis,195
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Rheum-Rheum tanguticum,195
Viridiplantae-Streptophyta-Magnoliopsida-Dioscoreales-Dioscoreaceae-Dioscorea-Dioscorea japonica,195
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Sarcocephalus-Nauclea latifolia,195
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus nidulans,195
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Psiadia-Psiadia dentata,194
Bacillati-Actinomycetota-Actinomycetes-Mycobacteriales-Mycobacteriaceae-Mycobacterium-Mycobacterium leprae,194
Viridiplantae-Chlorophyta-Chlorophyceae-Chlamydomonadales-Chlamydomonadaceae-Chlamydomonas-Chlamydomonas reinhardtii,194
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Araujia-Araujia sericifera,193
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Cassia-Cassia fistula,192
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lupinus-Lupinus cosentinii,191
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia vulgaris,191
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Juniperus-Juniperus scopulorum,191
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Syncarpia-Syncarpia hillii,191
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Centrolobium-Centrolobium tomentosum,191
Pseudomonadati-Pseudomonadota-Betaproteobacteria-Burkholderiales-Sphaerotilaceae-Rubrivivax-Rubrivivax gelatinosus,190
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lupinus-Lupinus luteus,190
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Cucumis-Cucumis melo,189
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Xylopia-Xylopia aethiopica,189
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Betulaceae-Betula-Betula platyphylla,189
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Hypocreaceae-Trichoderma-Trichoderma harzianum,188
Viridiplantae-Streptophyta-Magnoliopsida-Dioscoreales-Dioscoreaceae-Dioscorea-Dioscorea futschauensis,188
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Toona-Toona ciliata,188
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Cystopteridaceae-Gymnocarpium-Gymnocarpium robertianum,188
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Erigeron-Conyza canadensis,188
Viridiplantae-Streptophyta-Magnoliopsida-Piperales-Saururaceae-Saururus-Saururus chinensis,188
nan-nan-nan-nan-nan-nan-Myrica nana,188
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Actinidiaceae-Actinidia-Actinidia chinensis,188
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Moringaceae-Moringa-Moringa oleifera,187
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia absinthium,187
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Sapindaceae-Dodonaea-Dodonaea viscosa,187
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Bignoniaceae-Fridericia-Fridericia chica,187
Viridiplantae-Streptophyta-Magnoliopsida-Santalales-Viscaceae-Viscum-Viscum coloratum,186
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Orobanchaceae-Cistanche-Cistanche tubulosa,186
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Malvaceae-Alcea-Alcea rosea,186
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Aglaia-Aglaia odorata,186
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Taxaceae-Taxus-Taxus canadensis,185
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Mentha-Mentha suaveolens,185
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Atalantia-Atalantia buxifolia,185
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Teucrium-Teucrium polium,185
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Petroselinum-Petroselinum crispum,185
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Calophyllaceae-Calophyllum-Calophyllum inophyllum,185
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Trichocomaceae-Talaromyces-Talaromyces purpureogenus,184
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Heliotropiaceae-Heliotropium-Heliotropium floridum,184
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Trichilia-Trichilia rubescens,184
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Erythrina-Erythrina variegata,184
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Castanopsis-Castanopsis sclerophylla,184
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces olivaceus,184
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Clusiaceae-Garcinia-Garcinia scortechinii,184
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Rhododendron-Rhododendron mucronulatum,183
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Aspleniaceae-Asplenium-Asplenium normale,183
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Clusiaceae-Garcinia-Garcinia hombroniana,182
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Odixia-Odixia angusta,182
Viridiplantae-Streptophyta-Magnoliopsida-Nymphaeales-Nymphaeaceae-Nuphar-Nuphar lutea,182
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Moraceae-Morus-Morus australis,182
Bacillati-Actinomycetota-Actinomycetes-Pseudonocardiales-Pseudonocardiaceae-Amycolatopsis-Amycolatopsis azurea,182
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Moraxellales-Moraxellaceae-Acinetobacter-Acinetobacter baumannii,181
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Grindelia-Grindelia hirsutula,181
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Nyctaginaceae-Mirabilis-Mirabilis jalapa,181
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Rheum-Rheum webbianum,181
nan-nan-Raphidophyceae-Chattonellales-Chattonellaceae-Heterosigma-Heterosigma akashiwo,181
Viridiplantae-Streptophyta-Magnoliopsida-Arecales-Arecaceae-Cocos-Cocos nucifera,180
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Paulowniaceae-Paulownia-Paulownia tomentosa,180
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum jamaicense,180
Viridiplantae-Streptophyta-Magnoliopsida-Ceratophyllales-Ceratophyllaceae-Ceratophyllum-Ceratophyllum submersum,180
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Ocimum-Ocimum basilicum,180
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Amaryllidaceae-Narcissus-Narcissus concolor,179
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Quercus-Quercus mongolica,179
Viridiplantae-Streptophyta-Magnoliopsida-Chloranthales-Chloranthaceae-Sarcandra-Sarcandra glabra,179
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Nectriaceae-Fusarium-Gibberella fujikuroi,179
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Betulaceae-Betula-Betula pendula,179
Metazoa-Echinodermata-Ophiuroidea-Amphilepidida-Ophiolepididae-Ophiolepis-Ophiolepis superba,179
Viridiplantae-Streptophyta-Magnoliopsida-Austrobaileyales-Schisandraceae-Kadsura-Kadsura heteroclita,178
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Saussurea-Saussurea involucrata,178
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rhamnaceae-Hovenia-Hovenia acerba,178
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Nicotiana-Nicotiana undulata,178
Viridiplantae-Streptophyta-Magnoliopsida-Celastrales-Celastraceae-Celastrus-Celastrus orbiculatus,178
Metazoa-Arthropoda-Insecta-Lepidoptera-Papilionidae-Papilio-Papilio phorcas,178
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Euphorbia-Euphorbia esula,178
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Cnidium-Cnidium monnieri,177
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Trichosanthes-Trichosanthes kirilowii,177
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Orchidaceae-Cymbidium-Cymbidium aloifolium,177
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum nigrum,177
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Cicer-Cicer arietinum,177
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Rhizophoraceae-Bruguiera-Bruguiera gymnorhiza,177
