taxonomic_chain,nmol
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces violaceoniger sp. griseofuscus (strain Tii 2557),1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Leucaena-Leucaena retusa,1
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Quercus-Quercus borealis,1
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Quercus-Quercus douglasii,1
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Quercus-Quercus dumosa,1
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Quercus-Quercus frainetto,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Thiotrichales-Piscirickettsiaceae-Methylophaga-Methylophaga thalassica,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Methylococcales-Methylococcaceae-Methylotuvimicrobium-Methylomicrobium kenyense,1
Pseudomonadati-Pseudomonadota-Alphaproteobacteria-Rhodobacterales-Paracoccaceae-Paracoccus-Methylarcula marina,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Methylococcales-Methylococcaceae-Methylobacter-Methylobacter marinus,1
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus tubingensis strain OY907,1
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Penicillium-Penicillium sclerotiorum M-22,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Alteromonadales-Shewanellaceae-Shewanella-Shewanella halifaxensis IRL548,1
Pseudomonadati-Bacteroidota-Cytophagia-Cytophagales-Hymenobacteraceae-Pontibacter-Pontibacter korlensis SBK-47,1
Pseudomonadati-Myxococcota-nan-Haliangiales-Kofleriaceae-Haliangium-Haliangium ochraceum SMP-2,1
Viridiplantae-Streptophyta-Magnoliopsida-Piperales-Piperaceae-Peperomia-Peperomia glabella,1
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Blechnaceae-Parablechnum-Blechnum novae-zelandiae,1
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Citrus-Citrus australis,1
nan-Rhodophyta-Florideophyceae-Corallinales-Lithophyllaceae-Lithophyllum-Lithophyllum byssoides,1
nan-Rhodophyta-Florideophyceae-Acrosymphytales-Schimmelmanniaceae-Schimmelmannia-Schimmelmannia schousboei,1
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Anacardiaceae-Rhus-Rhus ovata,1
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Capparaceae-Quadrella-Capparis indica,1
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Cistaceae-Cistus-Cistus salvifolius,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Arctostaphylos-Arctostaphylos glauca,1
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Elaeagnaceae-Hippophae-Hippophae neurocarpa,1
Viridiplantae-Streptophyta-Magnoliopsida-Dipsacales-Adoxaceae-Viburnum-Viburnum rufidulum,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Vibrionales-Vibrionaceae-Vibrio-Beneckea gazogenes,1
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Nectriaceae-Fusarium-Fusarium oxysporum (CBS 330.95),1
Pseudomonadati-Pseudomonadota-Betaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Burkholderia cepacia K87,1
Viridiplantae-Streptophyta-Magnoliopsida-Zingiberales-Marantaceae-Thaumatococcus-Thaumatococcus daniellii,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Lamium-Lamiastrum galeobdolon,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Veronica-Veronica didyma,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Deguelia-Deguelia negrensis,1
Metazoa-Chordata-Actinopteri-Cypriniformes-Gobionidae-Sarcocheilichthys-Sarcocheilichthys variegatus,1
Viridiplantae-Streptophyta-Cycadopsida-Cycadales-Zamiaceae-Dioon-Dioon edule,1
Viridiplantae-Streptophyta-Cycadopsida-Cycadales-Zamiaceae-Dioon-Dioon purpusii,1
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Orchidaceae-Dendrobium-Dendrobium findleyanum,1
Pseudomonadati-Myxococcota-Myxococcia-Myxococcales-Myxococcaceae-Myxococcus-Myxococcus virescens strain v48,1
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Monascus-Monascus purpureus NTU 568 M,1
Bacillati-Bacillota-Bacilli-Lactobacillales-Carnobacteriaceae-Carnobacterium-Carnobacterium divergens V41,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Legionellales-Legionellaceae-Fluoribacter-Legionella dumoffii,1
Bacillati-Cyanobacteriota-Cyanophyceae-Chroococcales-Microcystaceae-Microcystis-Microcystis aeruginosa EAWAG 127a,1
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Burseraceae-Commiphora-Commiphora leptophloeos,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Antirrhinum-Antirrhinum braun-blanquetii,1
Viridiplantae-Streptophyta-Magnoliopsida-Canellales-Winteraceae-Tasmannia-Tasmannia piperita,1
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Chenopodiaceae-Atriplex-Atriplex spongiosa,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Ourisia-Ourisia caespitosa,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Pickeringia-Pickeringia montana,1
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Orchidaceae-Platanthera-Platanthera bifolia,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Dipteryx-Dipteryx punctata,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Antirrhinum-Antirrhinum tortuosum,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Dendroviguiera-Viguiera sphaerocephala,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Gliricidia-Gliricidia maculata,1
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Sium-Sium sisarum,1
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Ehrendorferia-Ehrendorferia chrysantha,1
Viridiplantae-Streptophyta-Magnoliopsida-Arecales-Arecaceae-Sabal-Sabal bermudana,1
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Iridaceae-Neomarica-Neomarica northiana,1
Pseudomonadati-Pseudomonadota-Alphaproteobacteria-Hyphomicrobiales-Afifellaceae-Afifella-Rhodobium marinum,1
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Iridaceae-Trimezia-Trimezia martinicensis,1
Viridiplantae-Streptophyta-Pinopsida-Araucariales-Podocarpaceae-Dacrydium-Dacrydium elatum,1
Bacillati-Actinomycetota-Actinomycetes-Mycobacteriales-Nocardiaceae-Rhodococcus-Rhodococcus erythropolis JCM 6824,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Asteriscus-Nauplius aquaticus,1
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Brugmansia-Brugmansia candida,1
Bacillati-Actinomycetota-Actinomycetes-Micromonosporales-Micromonosporaceae-Micromonospora-Micromonospora chersina sp M956-1,1
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Peucedanum-Peucedanum bourgaei,1
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Thamnosma-Thamnosma africana,1
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Boraginaceae-Anchusa-Anchusa arvensis,1
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Iridaceae-Orthrosanthus-Orthrosanthus multiflorus,1
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Magydaris-Magydaris panacifolia,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Bignoniaceae-Tabebuia-Tabebuia heterophylla,1
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Hesperocyparis-Hesperocyparis macnabiana,1
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Sherardia-Sherardia arvensis,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Scutellaria-Scutellaria hirta,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Scutellaria-Scutellaria minor,1
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Malvaceae-Chiranthodendron-Chiranthodendron pentadactylon,1
Pseudomonadati-Chlorobiota-Chlorobiia-Chlorobiales-Chlorobiaceae-Chlorobaculum-Chlorobium limicola f. thiosulfatophilum,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Ptilostemon-Ptilostemon diacanthus,1
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Nothofagaceae-Nothofagus-Nothofagus truncata,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Arctium-Arctium leiospermum,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Erigeron-Conyza steudelii,1
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Larix-Larix europaea,1
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Coriariaceae-Coriaria-Coriaria arborea,1
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Landolphia-Landolphia kirkii,1
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Poa-Poa alsodes,1
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Eriocoma-Stipa robusta,1
Viridiplantae-Streptophyta-Magnoliopsida-Vitales-Vitaceae-Apocissus-Cissus antarctica,1
Viridiplantae-Streptophyta-Magnoliopsida-Vitales-Vitaceae-Rhoicissus-Rhoicissus rhomboidea,1
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Cactaceae-Opuntia-Opuntia stricta var. dillenii,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Apios-Apios tuberosa,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Citrobacter-Citrobacter youngae,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Astragalus-Astragalus alpinus,1
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Adenopeltis-Adenopeltis serrata,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Enkianthus-Enkianthus sikokianus,1
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Picea-Picea bicolor,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Pediomelum-Psoralea subacaulis,1
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Asphodelaceae-Aloidendron-Aloe sabaea,1
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Cynodon-Cynodon dactylon,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Amburana-Torresea cearensis,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas aeruginosa N10,1
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Plukenetia-Plukenetia volubilis,1
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Chrysobalanaceae-Parinari-Parinari canarioides,1
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Euphorbia-Euphorbia pilulifera,1
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Juncaceae-Luzula-Luzula sylvatica,1
Viridiplantae-Streptophyta-Pinopsida-Araucariales-Podocarpaceae-Nageia-Podocarpus fleuryi,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Lagotis-Lagotis brachystachya,1
Viridiplantae-Streptophyta-Magnoliopsida-Celastrales-Celastraceae-Euonymus-Euonymus americanus,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Pediomelum-Pediomelum tenuiflorum,1
Metazoa-Arthropoda-Insecta-Lepidoptera-Nymphalidae-Lethe-Lethe marginalis,1
Metazoa-Chordata-Mammalia-Rodentia-Cricetidae-Mesocricetus-Mesocricetus auratus,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Chaetanthera-Chaetanthera euphrasioides,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Bossiaea-Bossiaea rosmarinifolia,1
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces pactum SCSIO 03000,1
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces pactum SCSIO 03001,1
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces pactum SCSIO 03002,1
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces pactum SCSIO 03003,1
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces pactum SCSIO 03004,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Klebsiella-Klebsiella oxytoca,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas fluorescens CHA0,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas fragi,1
Fungi-Basidiomycota-Agaricomycetes-Polyporales-Gelatoporiaceae-Gelatoporia-Ceriporiopsis subvermispora B,1
Bacillati-Actinomycetota-Actinomycetes-Pseudonocardiales-Pseudonocardiaceae-Saccharothrix-Nocardiopsis syringae,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Calpocalyx-Calpocalyx dinklagei,1
Bacillati-Actinomycetota-Actinomycetes-Streptosporangiales-Nocardiopsidaceae-Nocardiopsis-Nocardiopsis alba SCSIO 03039,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Pseudognaphalium-Pseudognaphalium microcephalum,1
Metazoa-Chordata-Actinopteri-Siluriformes-Schilbidae-Silonia-Silonia silondia,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lens-Lens nigricans,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Kickxia-Kickxia lanigera,1
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Picea-Picea koyamae,1
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Hordeum-Hordeum bogdanii,1
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Hordeum-Hordeum brachyantherum,1
Viridiplantae-Streptophyta-Magnoliopsida-Liliales-Colchicaceae-Androcymbium-Androcymbium melanthioides,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Anthemis-Anthemis alpestris,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Bossiaea-Bossiaea ensata,1
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Orchidaceae-Neottia-Listera ovata,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Bossiaea-Bossiaea walkeri,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Bossiaea-Bossiaea concinna,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Psophocarpus-Psophocarpus scandens,1
Metazoa-Arthropoda-Insecta-Lepidoptera-Lycaenidae-Plebejus-Plebejus argyrognomon,1
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus terreus PR-P-2,1
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces noursei NBRC 15452T,1
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Nectriaceae-Fusarium-Fusarium fujikuroi IMI58289,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Moraxellales-Moraxellaceae-Acinetobacter-Acinetobacter gyllenbergii CIP 110306,1
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Malvaceae-Thespesia-Thespesia danis,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Chaiturus-Leonurus marrubiastrum,1
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Athamanta-Athamanta cretensis,1
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Gymnaconitum-Aconitum gymnandrum,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Pseudognaphalium-Gnaphalium viravira,1
Viridiplantae-Streptophyta-Magnoliopsida-Arecales-Arecaceae-Phoenix-Phoenix sylvestris,1
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum candidum,1
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum luteoalbum,1
Metazoa-Arthropoda-Insecta-Blattodea-Blaberidae-Rhyparobia-Rhyparobia maderae,1
Viridiplantae-Streptophyta-Magnoliopsida-Zingiberales-Zingiberaceae-Cautleya-Cautleya spicata,1
Pseudomonadati-Pseudomonadota-Betaproteobacteria-Neisseriales-Aquaspirillaceae-Microvirgula-Microvirgula aerodenitrificans,1
nan-Oomycota-Peronosporomycetes-Peronosporales-Peronosporaceae-Phytophthora-Phytophthora cinnamomi,1
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Homalanthus-Homalanthus nutans,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Cercis-Cercis siliquastrum,1
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Coffea-Coffea robusta,1
nan-Oomycota-Saprolegniomycetes-Leptomitales-Leptomitaceae-Apodachlya-Apodachlya brachynema,1
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Salicaceae-Salix-Salix tetrasperma,1
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Phyllanthaceae-Uapaca-Uapaca guineensis,1
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Bacillus pyocyaneus,1
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Clavicipitaceae-Claviceps-Claviceps purpurea sp. 231 FI,1
Bacillati-Actinomycetota-Actinomycetes-Streptosporangiales-Nocardiopsidaceae-Thermobifida-Thermomonospora alba,1
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus oryzae sp. MMAO1,1
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Sairocarpus-Antirrhinum multiflorum,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Primulaceae-Maesa-Maesa montana,1
Metazoa-Arthropoda-Insecta-Blattodea-Blaberidae-Diploptera-Diploptera punctata,1
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Hesperocyparis-Cupressus goveniana var. abramsiana,1
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Macoubea-Macoubea guianensis,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Symplocaceae-Symplocos-Symplocos sumuntia,1
Viridiplantae-Streptophyta-Magnoliopsida-Cornales-Cornaceae-Cornus-Cornus alternifolia,1
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Cordycipitaceae-Cordyceps-Cordyceps cicadae (Miq.) Massee,1
Viridiplantae-Streptophyta-Cycadopsida-Cycadales-Cycadaceae-Cycas-Cycas micronesica,1
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Moraceae-Brosimum-Brosimum guianense,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Balsaminaceae-Impatiens-Impatiens walleriana,1
Bacillati-Actinomycetota-Actinomycetes-Micrococcales-Microbacteriaceae-Microbacterium-Microbacterium arborescens,1
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Hypocreaceae-Trichoderma-Trichoderma lignorum,1
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Betulaceae-Betula-Betula alba,1
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Corynanthe-Pausinystalia macroceras,1
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Angelica-Archangelica decurrens,1
Viridiplantae-Streptophyta-Magnoliopsida-Saxifragales-Penthoraceae-Penthorum-Penthorum chinense,1
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Dryopteridaceae-Dryopteris-Dryopteris setosa,1
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Pteris-Pteris tripartita,1
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Dryopteridaceae-Dryopteris-Dryopteris marginata,1
Bacillati-Actinomycetota-Actinomycetes-Micrococcales-Promicromonosporaceae-Cellulosimicrobium-Cellulosimicrobium cellulans,1
Viridiplantae-Streptophyta-Magnoliopsida-Liliales-Alstroemeriaceae-Luzuriaga-Luzuriaga parviflora,1
Bacillati-Cyanobacteriota-Cyanophyceae-Chroococcales-Microcystaceae-Microcystis-Microcystis aeruginosa NO-15,1
Bacillati-Bacillota-Bacilli-Lactobacillales-Enterococcaceae-Enterococcus-Streptococcus faecium (strain UNH 564P),1
Bacillati-Bacillota-Bacilli-Bacillales-Bacillaceae-Bacillus-Bacillus mojavensis RRC 101,1
Fungi-Basidiomycota-Agaricomycetes-Polyporales-Polyporaceae-Porogramme-Poria albocincta BCC 26244,1
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Coccinia-Coccinia indica,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Neurolaena-Pluchea symphytifolia,1
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Malvaceae-Gossypium-Gossypium raimondii,1
nan-Bacillariophyta-Coscinodiscophyceae-Thalassiosirales-Thalassiosiraceae-Stephanocyclus-Cyclotella meneghiniana,1
Bacillati-Actinomycetota-Actinomycetes-Micromonosporales-Micromonosporaceae-Dactylosporangium-Dactylosporangium matsuzakiense,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Vaccinium-Vaccinium vitis-idaea var. minus,1
Fungi-Ascomycota-Lecanoromycetes-Ostropales-Graphidaceae-Diploschistes-Diploschistes muscorum,1
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Coffea-Coffea brevipes,1
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Coffea-Coffea travancorensis,1
Pseudomonadati-Pseudomonadota-Betaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Burkholderia gladioli Lv-StB,1
Bacillati-Bacillota-Bacilli-Bacillales-Paenibacillaceae-Brevibacillus-Bacillus laterosporus DSM 25,1
Bacillati-Bacillota-Bacilli-Bacillales-Paenibacillaceae-Brevibacillus-Bacillus laterosporus ATCC 9141,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Richea-Richea continentis,1
Viridiplantae-Streptophyta-Magnoliopsida-Commelinales-Commelinaceae-Cyanotis-Cyanotis axillaris,1
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Lycopersicon esculentum Momotaro,1
nan-Apicomplexa-Conoidasida-Eucoccidiorida-Sarcocystidae-Toxoplasma-Toxoplasma gondii,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lotononis-Lotononis involucrata,1
Viridiplantae-Streptophyta-Cycadopsida-Cycadales-Cycadaceae-Cycas-Cycas panzhihuaensis,1
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Symplocaceae-Symplocos-Symplocos uniflora,1
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Cyathocalyx-Cyathocalyx zeylanicus,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Jacobaea-Senecio erucifolius,1
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Notobubon-Notobubon galbanum,1
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Acrisione-Senecio cymosus,1
Metazoa-Arthropoda-Arachnida-Araneae-Nephilidae-Nephilengys-Nephilengys borbonica,1
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Burseraceae-Canarium-Canarium indicum,1
Thermotogati-Deinococcota-Deinococci-Deinococcales-Deinococcaceae-Deinococcus-Deinococcus geothermalis,1
Thermotogati-Deinococcota-Deinococci-Deinococcales-Deinococcaceae-Deinococcus-Deinococcus gobiensis,1
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Caryophyllaceae-Silene-Silene repens,1
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Listia-Listia heterophylla,1
